,ticid,colpx,rowpx
0,300840164,51.10454436775554,1659.3256205574994
1,271478281,51.67153772859474,796.90833719692
2,211278117,53.06903653225512,1390.5322791280726
3,326086879,53.78308188205046,736.027945724083
4,271485188,56.18938959733402,889.4310294136227
5,211275527,57.65468727059722,1336.2377011909766
6,211226710,58.22960268792274,1071.5432020236424
7,209092501,58.853258068859034,45.21618354173553
8,211247289,59.24781993451742,1120.7055326511784
9,211251589,59.721643046237574,1281.966698210073
10,1991354025,61.87139190911292,1733.6893903130385
11,211307242,63.949065902679116,1562.971404934135
12,354843506,67.00316839321749,1888.5021044881653
13,211247844,68.6289489485056,1215.2416502963495
14,300840529,69.79386610170118,1725.6173140861792
15,300840726,70.85680394795406,1762.432944281341
16,211251395,71.33402032154216,1315.7211981487815
17,209135307,72.28183282695716,450.5775900885829
18,325947736,72.67781552572549,566.8028436346542
19,271477791,73.25048642631619,842.1102970322771
20,271477496,75.14118236990964,868.5627261602745
21,211277570,77.25806919879234,1486.6215701549268
22,211277182,79.46286626381459,1561.333657205634
23,209102186,79.6361537746487,299.2434085745802
24,271486777,81.46411999547102,1031.1937061225574
25,211226193,82.18893244735033,1156.9363069744616
26,1926561181,83.53082046562321,615.5861459691257
27,300785686,84.07173007594541,1625.4962261353585
28,300785996,85.30867003768017,1684.6317554149616
29,354844183,85.47776851624064,1971.3238544331084
30,209169794,87.66142751240812,533.6780491436409
31,211250895,89.0358706374799,1405.00550411977
32,271487025,89.35230396970869,1057.5680697157436
33,211248472,90.57092753831265,1330.0669371796696
34,211276341,93.72285598511982,1475.5254305134906
35,326087540,94.18227409491324,842.7540270382714
36,300785500,95.30809024723871,1603.8980877278702
37,300841202,97.36301900658115,1844.3021130158065
38,211225896,97.39256203076393,1212.359743342361
39,300841203,97.69495564030169,1845.0538388704126
40,326088051,97.76914722579164,928.4417899963097
41,326088045,98.44214458770813,927.368790767431
42,326031183,101.94307906843588,776.3591563463752
43,326031025,102.2669870746144,805.5374968439131
44,300841411,103.71489765231873,1888.1298022357005
45,211225423,106.11541337339632,1299.7159609147575
46,271488508,109.57303564573557,1201.0566430670615
47,271404999,109.60825495453838,590.9535081453632
48,271488507,109.61485449669242,1200.9019483281554
49,209035425,112.38625633113558,26.5988768999442
50,326030417,112.72994326293293,922.1258917155852
51,271488376,113.80244859567878,1186.6867932035127
52,300841993,114.19436957874424,1992.5147393226014
53,1926389757,116.8689973092167,1018.8216924631273
54,209035793,126.7098983249355,78.65950995580744
55,209040454,127.02387038832278,253.50025847101784
56,271412439,130.6550253844813,1203.9241649172411
57,218932185,131.94207580306758,589.7255680587896
58,271489603,132.28074162347406,1311.7254622214832
59,300731310,133.17948420366332,1691.273072936671
60,218932547,134.46497067846434,529.0702713393771
61,209089856,134.6309132102536,441.90434801158585
62,300784438,134.9361021923672,1803.6871430446706
63,300837866,138.21351909844142,1964.8470180488653
64,209040231,139.1358514068603,289.4831475068325
65,326089377,140.04725587615886,1148.6324486650185
66,209036736,141.2344235956432,215.2403585095624
67,218932153,143.30577518096047,591.3968549144753
68,300787049,143.78708078332582,1894.818420208356
69,209040384,145.64454015074438,261.1274577259233
70,209011043,146.25733090302438,40.30679109907603
71,271406590,146.28211211993383,860.5232717608096
72,300787357,150.7121570394025,1956.6175430156811
73,300784277,150.75177093074637,1836.5976915195529
74,300837611,152.15684600466392,2011.3367236980648
75,271490910,152.1909220022181,1440.5009514879605
76,271406936,153.05726058990984,924.1613313535299
77,398459160,153.78858978128486,28.609781477691087
78,209089132,155.86722359212538,485.4531944375045
79,398459039,157.3981990957399,8.029681188210846
80,1927105838,158.89280902884684,51.04174760934412
81,398459306,158.91757669651287,51.03130569164832
82,1927105839,158.95618933029894,51.01526692817151
83,209010214,160.8304614493769,157.39546666789866
84,209010213,160.9953558861376,157.4534185545881
85,218954647,161.2498013790564,755.0405455203169
86,218931553,161.38294615154092,684.7017052796662
87,209037249,162.04045960867074,289.1180629926197
88,326024061,163.1585700519754,1077.8256251007763
89,300613819,163.4741039127113,1623.2623378944115
90,271491150,163.5932274897557,1488.1311230019446
91,209037592,165.16895722712127,338.9055595930141
92,300613947,166.64683784815134,1645.0328395420815
93,300738980,169.10945372893542,1979.1579997009744
94,218930873,170.9175991579237,791.8090078082793
95,218931269,170.9299990533028,726.1736032976062
96,218918845,175.67464430423885,592.3517064508817
97,218955383,176.4468907534397,860.9455184606347
98,300614319,176.6770209035451,1711.7050306375547
99,326028817,177.6005720661124,1204.6569297932651
100,271491347,177.85198177057117,1526.4086108755582
101,300732196,181.65191883549926,1854.5260336665808
102,326024285,183.79955511133926,1116.1690703537256
103,300614424,183.82365222248882,1726.5356712524508
104,97671864,188.9342585684215,16.90400914698252
105,300614686,191.6806617501228,1779.8619623955328
106,326090760,197.54663054369732,1379.4359797727718
107,398450455,197.64981675907,140.05799960159115
108,218930202,198.1639767844389,901.5333439543396
109,326028043,198.26932950654088,1344.932860455488
110,398450188,198.8307950892509,183.21876584989934
111,209008404,205.9819036813237,428.2968328574424
112,209008596,206.01127758607208,395.5144643000544
113,1927002030,207.0034059255833,304.690472569511
114,326027958,207.16546026277803,1354.8647626964462
115,300658719,208.36830111366126,1863.0900445192333
116,300552722,208.68277318947798,1602.2665186647828
117,300552997,211.23711920005718,1651.0048191780945
118,218905531,211.98692402564288,532.6759862972433
119,218917689,214.70664459627847,760.4667906107048
120,271408626,216.8208748035846,1205.1364498912849
121,218906437,220.7469391068969,619.8665200752503
122,300552539,221.1187411893281,1568.257192806224
123,271408674,223.87101997107786,1213.1485086151179
124,326025440,226.7679049219454,1314.4678315890762
125,218905470,227.41628311168876,540.0626891485297
126,326025839,229.05177087781632,1387.3070078007845
127,300611942,232.41280556457954,1884.0554525805387
128,218907113,233.91203899394463,717.8044418107397
129,1926723269,235.5539726007367,560.7729955083893
130,218907570,235.7265255464317,784.9154333042593
131,271409190,236.78604332434463,1315.9683414453975
132,218922754,237.7046677126457,1013.4208478561314
133,218922729,238.2315479569105,1008.9357971251683
134,326026294,239.4285450962228,1468.4411731785144
135,300611652,240.68615991119782,1936.8073125524293
136,218928920,240.81781520441783,1108.242375223441
137,300454239,241.10061134786324,1564.7556539759314
138,97673330,242.85744140381175,298.81674531780885
139,218928555,243.3359138219019,1166.605578471277
140,218922558,243.7517882924091,976.2171143116002
141,300551972,244.0458845870976,1668.4167397403785
142,300554023,244.20459967826267,1833.5582438376355
