,ticid,colpx,rowpx
0,71246364,48.19939871667359,2015.8670566181313
1,350193559,49.993804363417304,1164.919644412633
2,286998391,60.78001840133174,1045.4048360472032
3,73200137,61.02551341914285,1841.3584595408279
4,72912207,61.10393980052843,1606.7846295890486
5,73257986,61.89580319254868,1954.5579506021213
6,35975843,62.391702801809494,731.0275043804787
7,73080140,64.64228218877119,1830.213060095748
8,72912099,65.20466055816941,1590.3965323502987
9,71246532,65.41496871269486,1985.4257474384453
10,35845292,68.60591682849875,645.4472161137521
11,73200091,73.82207516469076,1839.018513749753
12,73201323,73.94964400822458,1861.1031979104762
13,72953301,76.46806542912825,1633.9113985772171
14,286757549,78.09854277535756,871.1629023755486
15,72536331,81.77606880110102,1211.0861197950196
16,35058736,83.90565167112949,301.23646890239985
17,73008764,86.41825392629406,1675.769988568006
18,73257719,89.11936389792496,1915.2543569431448
19,34876569,91.47701244960577,219.38941861604889
20,71301355,92.25355634674938,2025.0344299752453
21,73201595,95.77416178676049,1823.0148173471716
22,72665978,101.18318466802332,1321.6082891420945
23,73199822,101.62433326513245,1803.7758291054197
24,73077990,102.85987256574526,1696.0743915529276
25,72536626,103.76489693831196,1177.5213447811113
26,71341847,109.51214476373255,2026.6377432460363
27,73080833,110.04674040803644,1717.185076676261
28,73199531,115.47398020111584,1756.7607881119945
29,73258735,121.75045720067705,1864.4573146489279
30,73258637,123.20817914899976,1885.2655362691225
31,73201833,124.4306295944132,1798.4521204822468
32,73005089,126.20841618195259,1594.516240630445
33,72848760,126.70477803027555,1473.7676593711344
34,35429856,127.22110213657595,396.5863059796378
35,73258682,128.1280708438777,1879.5250566656164
36,35977125,129.06068357719954,628.5744612041545
37,73199262,134.03826802348794,1719.4601071507348
38,71342054,136.23199467609908,2025.1985611762632
39,73009332,137.17050818702592,1602.2173089427536
40,286929944,137.37901831860705,859.353457045759
41,73441111,137.94966202901034,1990.8877660489504
42,73440878,150.39707943383416,1943.745472874763
43,72842367,151.12318912032185,1372.80565798776
44,73113195,154.04241124901216,1663.7897177067805
45,73384793,156.12816083879196,1847.7501460165915
46,72800997,156.86130785862798,1343.3350105790187
47,73256621,161.40561932569167,1743.9582078434225
48,73259197,162.05807836249642,1798.0770306948466
49,73113363,163.4211958059071,1638.0307360686456
50,73386380,164.0096390466361,1872.6870369238845
51,72605231,171.2619393188309,1137.59781049607
52,35123394,176.7106310327898,145.92916397158766
53,73386477,182.8175411631333,1865.244913013309
54,73542362,187.30254434328972,2016.3019429307944
55,34879783,191.0911538196626,51.127553442257316
56,73441801,194.7656873700668,1911.0430113443908
57,73541860,194.90580333151829,1961.9888724288598
58,73440430,195.52403583698208,1872.2884843113627
59,73113830,196.55229711139492,1572.0219977097906
60,72605705,202.25835015571403,1084.1464506501998
61,73384181,203.74282779870026,1752.958059891897
62,36223013,203.9524428257544,584.7807697390002
63,73122556,206.0395961484552,1616.9261020964755
64,73441863,207.5535828603015,1902.8995349932345
65,73386786,208.33056593154018,1814.6156707863506
66,72654484,214.64668952656646,1123.7297548249178
67,73631515,216.06840832746283,2007.4088122397227
68,73259762,219.08408211499875,1719.617534998362
69,73259830,219.90355163250956,1709.3879887152546
70,73010588,221.0460472503837,1438.1031055545081
71,73541365,225.22496922417469,1882.5070638805605
72,350229766,231.53862655202937,886.126428969312
73,73387194,231.89726558993087,1748.930109261935
74,72802368,235.91402096779842,1174.8412968341904
75,73260211,246.2802349506704,1653.2924470250707
76,72735583,252.5345214252426,1094.9598398701596
77,73676032,253.52879118475312,2030.5943873952972
78,73114663,255.8220020391996,1457.3642922590893
79,73442608,258.3062804113656,1783.7871848545356
80,73439552,259.39496513418993,1745.6393648192575
81,35596923,259.6807715071344,194.9944449047853
82,358559634,265.8379984840974,850.2694153712654
83,73632375,267.60047738696977,1936.317941591546
84,73719023,270.7341788078328,2029.7081372353837
85,73439360,271.88674725673445,1715.936253286559
86,72956161,275.43919553043395,1277.8867280630218
87,73442766,277.6710324816642,1765.991635608166
88,35655828,278.043840824724,205.51240339832904
89,73442784,279.08649617742446,1762.247512427789
90,35516889,279.2455565556064,126.46643303143064
91,73324602,279.66070285158816,1631.4658631497355
92,35980754,287.15390963229174,372.32196560192114
93,73387732,288.117832465038,1674.4246101394724
94,73632590,294.2332064135022,1903.3932984690664
95,73630653,295.92113119822164,1870.2126830857446
96,73675504,296.8498643449824,1944.9778477987938
97,73439067,297.37873872802663,1676.4103423105787
98,73630617,300.6916128179133,1865.5795937002454
99,36225549,309.72148021686826,399.24992184554833
100,73543764,315.15338061582975,1787.8483239804825
101,375349954,321.7465008090959,940.7529551023747
